userName,content,score,at
Pengguna Google,suka banget sama cerita nya dan gratis juga kalo di baca pokoknya Webtoon the best deh,5,2025-03-29 23:25:16
Pengguna Google,udah deh jujur aja nih kalau Webtoon itu platform paling aman legal dan cerita nya bagus² aku puas banget,5,2025-03-29 22:30:03
Pengguna Google,Apk nya bagus banget aku suka dah ber tahun tahun aku download apk ini blum pernah aku hapus saking sukanya sama komik komiknya 😭❤️. Tapi baru baru ini kenapa suka nge frezz gtu ya layarnya jadi putih. Apalagi waktu baca kalo dah sampe panel terkahir pasti aja tiba tiba keluar kenapa ya padahal dulu ga gini. Sekarang jadi sering nge frezz dan eror tolong di perbaiki.,4,2024-12-03 16:28:04
Pengguna Google,"bagus sihh ini apk menurutku, iklannya sedikit dan recommended semua manhwanya, cuman minusnya buat beberapa chapter ada yang harus pakai koin, kalo ngga harus nunggu beberapa hari, saranku jangan banyak' chapter yang dibatasi, ata engga dikurangin banyak hari tunggu chapter nya (beginilah nasib pejuang gratisan😭🗿)",5,2024-12-27 15:13:25
Pengguna Google,Sayang kalo pake sinyal wifi gabisa kebuka harus pake paket data padahal semua nya udah bagus🥺,5,2025-02-21 05:16:29
Pengguna Google,Kak...maaf ya .. saya penggemar komi. Webtoon ini . Saya sering bolak balik beli koin biar tetap bisa baca aplikasi ini . Tiap bulan saya bahkan sering top up trus koin . Tpi klii ini saya top up ...koin ny knpa gk msuk ya ke aplikasi ny ... Mskpun yg saya beli saat ini gk sbrpa ... Pdhal kan niat saya pngen baca update yg baru 😢. Apa kah sinyal mempengaruhi,5,2024-11-28 03:55:56
Pengguna Google,"keren sih grafiknya bagus buat seukuran apk set gratis, set ga 🗿 oiya btwww sekarang ko lumayan bnyak bau² 21++ yaa bisa kali di seleksi dulu banyak bocil soalnya",4,2025-03-07 14:37:19
Pengguna Google,"Aplikasinya bagus kok aku suka. Dan bagi yang nggak tau gimana cara upload webtoon kanvas kalian, kalian perlu ke website webtoon nya. Habis itu login dan nyalain mode deskop dan nanti ada tulisan terbit di atas kalian tinggal klik aja. Lalu isi di sana kek judul, poster, sinopsis, genre, dll termasuk art yang kalian buat untuk webtoon kalian. Mau lebih lanjut cari aja di youtube ada kok tutorial nya.",5,2025-01-10 02:54:28
Pengguna Google,ya.... kalau bosen gitu jadi bisa baca2 komik tanpa harus beli komik,5,2025-03-28 08:49:11
Pengguna Google,"Aga kecewa si, aku kan baca komik tuh terus ada gratis coin cuman 12 baca doang ni.. kecewa nya dari mana??? Dari pas aku udah habis waktu gratis koinnya ga ada buka ""tontonan iklan"" nya gitu harus bayar pakai koin disitu tapi aku ga ada, knp harus ada koin si?? Dulu ga ada loh pas kena update update terbaru... Aga kecewa sama update terbaru ini..😭😭😭 tolong hilangkan koinnya! Aku mau Webtoon kaya dulu lagii!!😭😭",1,2024-11-12 10:35:59
Pengguna Google,"menurut saya dramanya bagus tidak ada yang jelek, namun disini topik pembicaraannya terlalu kaku, jadi diperbaiki😁",3,2025-02-23 08:42:28
Pengguna Google,"Maaf ini aplikasi knp ya, webtoonya selalu mau di pulihkan ini sudah ke3xnya aku pulihkan, setiap kali selesai di pulihkan besok""nya harus di pulihkan lagi tolong ini diperbaiki?",3,2025-03-02 03:55:32
Pengguna Google,sangat efektif dan seru untuk dibaca saya sangat suka sekali tapi ada sebagian yg harus bayar tapi tak apa yg gratisan juga seru kok buat dibaca,5,2025-02-27 05:49:08
Pengguna Google,"Itukan kalau Daily pass jam 21.00 doang, kalau kita gak pake pake berhari hari itu ttep satu tiket ga kekumpul, atau untuk iklan juga, klo hari ini ga baca nanti ke kumpul gitu, misal 3 hari ga baca yg pake Daily pass atau iklan, nanti tiket sama iklannya kekumpul 3 jadi bisa dipakai buat 6 eps(kalau satu cerita), trus untuk koin banyakin yang gampang, maksud nya kyk mungkin follow di tiktok, ig, X, atau platform lainnya, thx segini dlu",4,2025-01-05 13:38:14
Pengguna Google,"Cinta banget sama apknya, btw upgrade terbaru agak nyebelin karena komik yg ku tabung tiba2 suka jadi tiket harian🥲. Tpi gpp karena masih tetap bisa baca. Terus banyakin cerita aktor, kerajaan, genre thriller dan sol comedy dong. Gk pernah bosen sama cerita begitu😁",5,2024-12-05 00:41:17
Pengguna Google,"Aku pembaca dari 2018, dan makin kesini makin minus nih apk. Hampir semua yg udah tamat di daily pass dan bagian akhir harus pakai coin, dan masih on going tp udah daily pass.Terus sekarang ada filter komentar dan yg herannya komenku relevan sama cerita dibilang nggak relevan. Komen yg nggak ada kata2 kasar, nggak ada jorok. Tp kok kena filter.Setahun nggak buka webtoon tampilan berubah banyak. Dan keliatan sekarang bgt apk pencari cuan bgt banyak iklan",3,2024-12-20 11:45:33
Pengguna Google,"Gk usah berkata kata ini aplikasi bagus bgt aku suka dan banyak banget jenis genre yang populer dan menarik di jamin gak bakal bosen deh klo download ini aplikasi soalnya banyak bgt cerita menarik mau yang serem, komedi, cinta, fantasi dll semua ada tinggal di pilih aja menurut ku gk ada kekurangan sudah pas dan cukup lahh,, pokoknya harus download yaa jangan di Liet doang okk, gk bakal menyesal dehh 👍🏻",5,2025-01-11 16:03:19
Pengguna Google,bagus bagus si cuman nya itu yang bikin ga nyaman dikit itu karna ga bisa ss (sencrshot) + jg dailypass nya kurangin dikit aja gapapa kan jadi yang ga punya koin bisa baca dengan lebih sedikit nyaman itu doang sih sekian dari aku ya.,5,2024-12-27 01:47:59
Pengguna Google,saya suka membacanya banyak sekali yang bisa dibaca saat bosan,5,2025-04-07 14:03:48
Pengguna Google,"sangat baguss banyak cerita yang menarik untuk dibaca ,dan juga kamu di Webtoon bisa meningkat kan mood mu dimana saja kamu berada",5,2025-03-24 07:50:01
Pengguna Google,"bagus banget aplikasinya, ceritanya juga beragam gambaran nya bagus. tapi tolong perbaiki lagi dong, aku kadang kalau masuk ke webtoon suka keluar sendiri, padahal ruang penyimpanan aku masih penuh. tolong di perbaiki ya🙏",4,2025-01-10 23:23:57
Pengguna Google,"Gilakk, aplikasinya bener bener menghibur bangettt. . pokoknya rekomen banget deh buat di baca, apalagi kalau lagi ngga ada bosen gituu. . ceritanya juga pada seru abiss, menurut gw sih ceritanya udah bagus, tapi sayang nya ada beberapa eps yg harus beli pake koin, tolong di hilangin aja dong. . soalnya jiwa bokek gw meronta ronta liatnya, hehee>3",5,2025-01-04 19:07:02
Pengguna Google,aplikasi ini keren banget dari dulu aku cari aplikasi komik tapi gak ada yang buat aku tertarik dan ini adalah salah satu aplikasi komik yang bikin aku sangat tertarik,5,2025-01-21 11:03:06
Pengguna Google,"Aku adalah pembaca setia webtoon sejak awal dirilis. Bahkan setelah berbayar. Jadi tolong dengarkan saranku. Aku sering merekomendasikan webtoon ke keponakan2ku biar mereka suka membaca tapi sekarang webtoon isinya cerita dewasa semua. Keamanannya tidak ketat dan kita semua tahu kayak gimana keponya anak2 sama hal tabu, apa yg jadi pertimbangan kalian masukin banyak manhwa atau manhua dewasa? Hubungi aku kalo kalian butuh rekomendasi cerita yg cocok masuk kesini atau perketat keamanan kalian.",1,2024-12-15 05:57:55
Pengguna Google,mantap tapi ga ada yg anime gitu maksud aku Kek solo leveling please tambahin lah anime yang lain pasti makin rame,4,2025-03-19 13:01:32
Pengguna Google,"webtoon ini bagus bgt aku bisa baca horror disini tanpa harus nyari di perpustakaan, dan tanpa iklan pokok nya bagus",5,2025-03-24 04:15:43
Pengguna Google,"lumayan cerita nya, cuma sebagian cerita kayak Plaything dan Behind her highness smile cerita nya masih belom dilanjutkan untuk episode lanjutan nya, padahal itu cerita nya favorite saya selain yang lain. tapi pokok nya webtoon nya bagus lah ya.",4,2024-12-21 13:06:03
Pengguna Google,ditingkatkan lagi biar bisa dibagi bagi halaman komik nya jdi baca nya gak satu2.. kan enak klo misalkan 1 komik eps nya dh abis bisa baca yng lain.. jdi komik yng kita udh baca gak hilang dan gak perlu nyari lgi..contoh kaya tab baru gitu,4,2025-01-02 19:42:35
Pengguna Google,"saya suka aplikasi ini, tapi jika koin habis nanti harus membeli,nonton iklan,dan nuggu berhari hari jadi jangan berhari hari ya sampe 100 hari ada lho",4,2025-03-23 04:13:26
Pengguna Google,"mau gratis dengan nonton iklan, tp iklan lambat terbuka",3,2025-04-09 04:53:55
Pengguna Google,"banyak cerita yang sangat menarik, ilustrasi yang sangat indah, beserta alur cerita yang tidak membosankan!",5,2025-03-24 07:16:30
Pengguna Google,"Apk nya bagus, isinya manhwa dan hampir semua bagus bagus. Tapi makin lama makin banyak konten dewasa. Awalnya pas liat sekilas bagus pas di buka ada peringatan 18+ , dan ini banyak ke cerita baru nya. Jadi ini webtoon makin hari makin bahaya bagi mata 😾😾😾😾",3,2025-01-23 03:15:58
Pengguna Google,"kecewa banget sekarang, aku udah baca di webtoon dari 2022 tapi semakin kesini update nya jadi bikin webtoon sering gak muncul gambar adegan, padahal udah gonta ganti pake wifi sama data seluler. terus banyak juga cerita webtoon yang seharusnya gak ditayangin malah tetep ditanyangin kayak gambar nya buatan AI lah, yang banyak adegan 21 nya padahal banyak lho anak dibawah umur yg punya webtoon",1,2025-01-04 23:30:07
Pengguna Google,"Webtoon dulu bagus,kalau mau liat chapter selanjutnya bisa dilihat kecuali yg pakai koin bayarnya iya harus nunggu 3 hari atau seminggu. Tapi kalau sekarang liat chapter satu persatu harus liat iklan atau bayar pakai koin, menurut ak sih lebih suka webtoon yang dulu",5,2024-12-14 15:19:16
Pengguna Google,karena cerita di dalam Webtoon itu sangat bagus dan drama yg di buat juga sangat membuat saya tertawa sendiri dan salting sandiri.... emang bagus ni apk Webtoon aku berterima kasih yg membuat Webtoon nya dan aku juga berterima kasih kepada yg membuat carita dan alurnya... yg estetik jadi aku berikan nilai 4 bintang..,4,2025-01-03 03:28:39
Pengguna Google,"cerita unik yg bernilai sejarah, pengetahuan utk anak2 dimasa anak2 saat ini kurang membaca, cerita2 ini mnjdkan keingin tahuan",4,2025-02-21 22:56:19
Pengguna Google,"aplikasi komik yang bagus tetapi tolong kalau sudah full episode, berikan notifikasi dan kasih selang waktu yang panjang untuk dijadikan tiket harian. kadang udah nabung episode tiba tiba pas mau baca uda tiket harian alhasil gajadi baca",4,2025-01-20 01:57:40
Pengguna Google,"Bagus sih,tapi sekarang terlalu banyak komik(manhwa) yang terlalu dewasa,banyak sekali adegan intim,dan 3 bulan terakhir setiap ada komik baru dan mau dibaca langsung keluar peringatan umur 18 ke atas.Untuk anak usia di bawah umur langsung klik opsi ""ya"",langsung bisa baca itu komik dewasa.Dan juga banyak-banyakin komik cerita yang mendidik,contohnya seperti cerita rakyat (""Dedes"",""wathong yang tegas""),walau di ubah ini tetap seru dan bisa menambah ilmu tentang sejarah. Banyakin juga komik lokal",2,2025-02-03 07:14:02
Pengguna Google,"AUTO UNINSTALL,mau baca aja pakai ada tulisan sewa kocak.dr 2018 gue baca webton cm ini aja yg bikin kesal,pdhl baru baca eh malah ada tulisan sewa,AMPAS. Klo ngulang maraton sih gpp disewa ini pernah aja blum gw baca komik nya. AUTO UNINSTALL,thks sdh menemani gue dr 2018 smpai skrng. BYE",1,2025-01-24 05:57:02
Pengguna Google,"Menyenangkan aku suka sama semua cerita nya ,menarik banget buat baca tiap hari dan juga judul nya menari-menarik semua tapi ada satu yang kurang ,tolong percepat episode nya karna akh selalu penasaran,itu aja yang mau aku katakan dan makasih untuk semua cerita nya aku sukak😊😊",5,2025-02-07 10:48:30
Pengguna Google,"Dulu suka bgt sama ini apk trus aku uninstal karna pake koin,tak donlod lagi mau baca judul yg udh pernah dibaca bisa taunya cuma beberapa episode doang kebanyakan pake koin . pdhl dulu blom pake koin semua aneh bgt. Dikira baca ga pake kuota? Kikir bgt bikin apk!",1,2025-01-16 12:04:20
Pengguna Google,"Haduuuuh ini ada cerita webtoon judul ""Despite the risk"" rating dewasa ada adegan ranjang kenapa usia 18 tahun siiih. Seharusnya 21+, apalagi terpampang jelas adegan kiss ditampilin di thumbnail, kek apaan siih. Saya 25+ tapi jijik lihat thumbnail webtoon sekarang, bolehlah romance tapi jangan pakai gambar adegan tak senonoh. Apalagi dijadiin cerita resmi dengan adegan ranjang yang nggak banget",1,2025-01-17 16:45:03
Pengguna Google,"Nih app Recommended buat yang nyari komik penghilang bosen, cuman saran subgenrenya tolong diperbanyak lagi biar bisa nyari genre spesifik yang disukai, but overall aplikasi ini layak dapat bintang 5 dari gw",5,2025-01-18 05:42:32
Pengguna Google,bagus cuma kayak nya gak ada manga anime deh kayak contoh Boruto atau anime apake gak ada gitu manga nya kayak semajam spiler ah apa apalah ngerti gak? kalau gak ya sama bingung mau nulis apa tapi in apk bintang 1000 kalau gratis tapi kalau bayar bintang 0 pun gak Sudi gua,5,2025-01-15 09:29:01
Pengguna Google,halo assalamualaikum warahmatullahi wa barokatu. aku cuman mau bilang Webtoon nya bagus aku suka. dan juga banyak fitur keren pas aku baca. dan pokoknya gak bosenin deh aku suka banget. ok segitu aja wasallamualaikum warahmatullahi wa barokatu,5,2025-02-07 05:30:06
Pengguna Google,"Saya punya saran buat webtoon, untuk dibuat sistem cek-in dapat koin. Agar pembaca lebih senang baca webtoon dan bisa nabung koin. Saya yakin akan lebih banyak lagi pembaca webtoon",5,2025-01-13 15:52:28
Pengguna Google,"kasih rate 4, menurut aku ya webtoon bergenre lokal ada cuma ya gt kadang up kadang tamat nunggu season bertahun², dan juga banyak webtoon bergenre dewasa alias 18+ takut ny kan ada anak kecil jg ya yg baca webtoon bergenre dewasa ini dan bisa ikut²an jg, moga aja ini webtoon berkembang lebih baik ya berharap genre dewasa kurangi dikit, itu aja thank u",4,2025-01-14 04:06:53
Pengguna Google,"apl nya bagus banget tapi ada satu masalah kenapa kalo baca komik tu harus ada yang pakek koin ama pake kartu harian itu, tolong ditingkatin supaya ga usah pake yang begituan cukup ikaln aja bisa gak ya terima kasih hanya itu saran dari saya",5,2025-03-03 05:18:21
Pengguna Google,"Ceritanyaa bagus2 banget 😍😍 ada gambar yang bikin ceritanya nambah seru, apalagi ekspresi karakternya dapet banget!👍🏻👍🏻",5,2025-03-13 22:02:33
Pengguna Google,"Halo kak, saran aku tolong adain langganan bulanan ya, lelah aku harus top up coin trs setiap mau buka chapter. Thanks",4,2025-03-28 06:55:08
Pengguna Google,sangat bagus cocok untuk bahan kegabutan gen z seperti saya,5,2025-04-03 04:47:37
Pengguna Google,"Pantes sepi nih aplikasi, udah menyelesaikan quest coin hunter pun koinnya ga masuk wkwkwk, parah.",1,2025-04-04 16:14:35
Pengguna Google,"keren ""sediakan fitur membuat cerita untuk ponsel ya :)""",5,2025-04-09 17:16:41
Pengguna Google,"Halo development Webtoon,kok saya setiap pake wifi tidak bisa di baca dan tidak ada gambar nya , tolong di perbaiki 🙏",1,2025-02-25 16:53:23
Pengguna Google,sangat sangat recomended untuk yang suka baca sambil liat visual karakternya 🩷🌸🎀🌷,5,2025-04-01 10:34:08
Pengguna Google,ya aplikasi nya bagus sekali dan tidak ngelag ataupun adanya iklan pokonya baguss lah,5,2025-03-23 23:56:45
Pengguna Google,dulu enjoy maraton baca komik berjam-jam sekarang mau baca komik yang udah tamat aja harus pake koin. bete banget gw sama versi yang sekarang,2,2025-04-03 13:28:39
Pengguna Google,bagussssss bangeeeet aplikasi nya cocok untuk orang yang suka membaca ☺☺☺ keren deh pokoknyaaaaaaa,5,2025-04-04 12:53:52
Pengguna Google,"saya suka cerita nya,setiap hari aku selalu membacanya tidak henti henti.",5,2025-04-06 08:27:01
Pengguna Google,woit banget gerafik bagus dan non sensor ada yg salah karna tidak bisa di ss,4,2025-03-14 13:47:26
Pengguna Google,ini sangat bagus untuk dibaca tapi ada yang tingkat dewasa tapi semuanya bagus karena masih ada yang untuk anak anak,5,2025-03-25 00:49:35
Pengguna Google,"aplikasi ini sangat menghibur dan juga seru, banyak dan berbagai macam cerita ada di sini mulai dari genre dan artnya juga menawan",5,2025-03-22 01:00:35
Pengguna Google,Webtoon makin banyak peningkatan mulai dari banyak munculnya manhwa baru dan makin seru aja bacanya. oh iya tolong Webtoon lokal diperbanyak min,5,2025-03-23 22:53:48
Pengguna Google,"appnya bagus tapi buat cari koinnya susah dan aku ga mudeng, mohon iklan aja biar cepet dan aku bisa membaca nya",4,2025-03-22 20:46:35
Pengguna Google,"banyak cerita dan semuanya menarik, dan ada berbagai jenis cerita seperti romance, olahraga dan lain lain",5,2025-03-24 12:34:33
Pengguna Google,"kenapa udah 2 minggu ini gk bisa tonton iklan biar bisa baca gratis? apa emg hp aku aj yg gk bisa? tolong bantu jawab"" teman"" reader",5,2025-03-23 17:53:39
Pengguna Google,udah bagus banget cumaan aku masih bingung 😕 cara nya buat komik sendiri gimana maap kek kampungan tapi aku sukaa komik,4,2025-03-22 07:58:53
Pengguna Google,"aplikasinya bagus banget, aku harap ke depanya menambahkan beberapa komik yang belum ada",5,2025-03-15 01:38:08
Pengguna Google,"cerita 18+ nya kebanyakan, kalau bisa ada fitur kaya blacklist gitu",4,2025-03-25 08:37:57
Pengguna Google,kebanyakan relaunch yang buat suasana baca tuh jadi bosan. padahal banyak manhwa bagus dan juga webtoon canvas bisa dinaikan jadi webtoon,2,2025-03-24 23:06:24
Pengguna Google,"bagus banget komiknya pliss, jadi seru kalau lagi gabut atau lagi gak ngapa-ngapain",5,2025-03-19 05:22:57
Pengguna Google,"kenapa saat sedang asyik baca webtoon,tiba-tiba aplikasinya keluar sendiri 😡",3,2025-03-22 04:38:12
Pengguna Google,aplikasi nya bagus dan cerita nya seru dan tidak ada iklan sama sekali maka dari itu saya kasih bintang 5,5,2025-03-28 12:02:55
Pengguna Google,"kalau lagi gabut pasti buka aplikasi ini, suka banget bacanya, ceritanya juga banyak yang seru",5,2025-03-27 23:53:27
Pengguna Google,membaca di aplikasi ini sangat menarik karena gambar dan ceritanya sangat seru di baca,5,2025-03-23 11:17:29
Pengguna Google,aq mau kasih bintang 1 aja kecewa sm webtoon skrg update komik ny kurang lengkap dgn versi Korea aslinya....,1,2025-03-19 06:36:01
Pengguna Google,saya suka baca komik webtoon Wee buatan amoeba. UWU benar benar bagus dan saya baca dengan nyaman,5,2025-03-21 03:32:01
Pengguna Google,saya suka sekali dengan cerita ini bikin saya gabut nya hilang pokoknya cerita bagus bagus,5,2025-03-22 10:38:52
Pengguna Google,"aplikasi yang bagus, tapi sayang nya pas lagi seru serunya eh eps selanjutnya disuruh bayar pake koin",5,2025-03-27 08:51:05
Pengguna Google,"keren, tpi jgn bnyk' relunch lah bro, manhwa masih banyak yg Hiatus kaga ke urus, mlh sibuk relunch",5,2025-03-27 16:44:57
Pengguna Google,"Tolong tampilan aplikasinya pake yg lama aja, gak enak banget yg baru kayak aplikasi tikt0k😭😭🥲",1,2025-03-15 23:48:13
Pengguna Google,Bagus banget gambar komik nya juga cantik alur cerita nya yaa bagus,5,2025-03-17 08:44:55
Pengguna Google,Recomended buat baca komik manhwa maupun enggak. Tapi enggak semua manhwa ada disini..,5,2025-03-25 05:07:51
Pengguna Google,aplikasi sudah bangus dengan pilihan banyaknya komik yang gratis,5,2025-03-16 16:26:45
Pengguna Google,kenapa gak bisa baca pake iklan yah cuman loading trus pdhl internet bagus,3,2025-03-18 07:43:17
Pengguna Google,cape-cape ngumpulin koin! malah di ambil mulu dontol! emang aplikasinya bagus TAPI TOLONG JANGAN AMBIL KOIN GW! kenapa koin gw diambil mulu? cih ga mau rugi ya? developer perbaikin ni game lu,1,2025-03-23 16:58:50
Pengguna Google,saya sangat menyukainya sampai webtoon ini menjadi hobi kesukaan saya dikala ada waktu luang dan saat saya merasa bosan 😑,5,2025-03-21 04:24:09
Pengguna Google,bagus banget manhwa manhwa nya meski kadang kurang lengkap aja judul nya,5,2025-03-18 12:24:16
Pengguna Google,sangat bagus soalnya tak ada iklannya hehe😅,5,2025-03-18 01:45:44
Pengguna Google,bagis aplikasinya ditambah dengan komik yg seru dan asik.,5,2025-03-27 04:30:14
Pengguna Google,Entah kenapa menurutku app ini tuh seru tapi kurang banyak sih menurutku komiknya,5,2025-03-15 21:08:53
Pengguna Google,keren ada lawak nya dan ada komik ke sukaan ku wee!! mantap🗿👍,5,2025-03-18 09:28:14
Pengguna Google,"komik komiknya sangat lucu, seru dan menarik saya suka banget.",5,2025-03-22 14:30:41
Pengguna Google,sangat bagus buat yang suka baca komik banyak cerita menarik dari berbagai judul,5,2025-03-26 21:36:47
Pengguna Google,bagus banget komiknya keren semua nggk ada iklan lagi,5,2025-03-17 05:11:30
Pengguna Google,"bagus banget,bisa di download, jadi bisa dibaca offline.",4,2025-03-16 13:48:37
Pengguna Google,"kalau kalian merasa berat buat aplikasi ini sono pindah ke yg lain sono kek fizzo sangat ketat skrng, dan akhirnya, gw hapus malesi, sekali kali bagian dewasa itu perlu kawan di buat seling aja, enk gitu jangan terlalu ketat, malesi yg lihat, serius gw",5,2025-03-21 11:14:05
Pengguna Google,aplikasi nya bagus tapi kalo mau baca harus pake koin minimal kasih koin gratis tiap minggu ya min😁😁,5,2025-02-21 16:13:06
Pengguna Google,"beli coin TPI coinnya nggk masuk saldo udah kepotong, cek di play store masih dalam proses.",5,2025-03-26 02:31:27
Pengguna Google,"Webtoon memiliki cerita yang seru dan juga ada gambar nya jadi aku bisa mengerti apa yang di maksud dari cerita,aku juga jadi gak bosan",5,2025-04-03 01:53:37
Pengguna Google,Weepton ini keren cerita menarik dan seru dari pada komik lain komik romantis nya tapi kenapa iklan nya nga bisa di pakai ya ?,5,2025-01-21 18:28:50
Pengguna Google,karena sebagian episode harus bayar. Kalau mw gratis harus nunggu jadwal baca nya,4,2025-03-31 03:03:17
Pengguna Google,"sukaa bgt sm ceritanya coba aja kalo mereka nyata mungkin hidupkuu gabakalan sepii bgt tpii baca gini doang udh seneng bgtt aku sukaa, syg banyak"" sama outhornyaa🤍🙆🏻‍♀️..",5,2025-02-25 12:45:08
Pengguna Google,"bagus tapi sayang beberapa episode setelahnya bayar 😢 , lain kali di gratisin lagi ya wkwkwk 😋",4,2025-02-26 22:51:24
Pengguna Google,"Klo mw gratis kan hrus nonton iklan ya, cuma knp nunggu iklan muncul aja sampe berabad²...😞",4,2025-03-14 07:30:26
Pengguna Google,"Pihak webtoon tolong lah komik yg dari hiatus sampai update lagi di naver juga difokuskan tl nya, jngan hanya fokus komik baru aja trus",1,2025-03-03 10:20:33
Pengguna Google,"Bagus banget aplikasi nya tapi sekarang kok gak sebebas dulu ya, harus nonton iklan dulu? Tolong dong kayak dulu lagi",5,2025-03-14 09:25:22
Pengguna Google,"Gak bisa berkata kata, intinya ini aplikasi baguss banget, sangat sangat okeee, Mantap🤌!!",5,2025-02-21 10:38:45
Pengguna Google,Ini kenapa sih saya nonton iklan sampai 6 kali GK kebuka- kebuka komik nya saya udah lama punya apk ini tapi sekarang jadi gini susah buka episod nya,4,2025-02-27 12:06:44
Pengguna Google,"udah gratis seru juga , makasih webtoon udah hadir di play store , dulu mikir nya webtoon itu berbayar , maaf ya webtoon dulu berprasangka buruk",5,2025-02-27 16:06:34
Pengguna Google,"bagus,namun iklan nya terlalu dewasa jadi tolong di kurangi sedikit opsinya",5,2025-02-19 03:57:42
Pengguna Google,apk ini bagus aku sangat suka tpi.... ehem maap nie kok gada BL eh apa ada ya agh pokoknya jika ada BL pasti lebih seru+manantang hehe soryyy,5,2025-02-02 03:05:50
Pengguna Google,"Gw kasi bintang satu gw keselllll banget sumpahh , padahall internet nya stabil tapi cerita nya gak mau di download punkkkkkkk keselll bangett sumpah 😭 bangkeeee",1,2025-02-23 04:21:45
Pengguna Google,"Min Webtoon ku knp gk bisa login masuk,biasanya gk gini (""Anda tidak memiliki internet"") Padahal lancar2 aja tuh internetku,ku uninstall lagi buat akun lagi, dan masih sama aja kaya sebelumnya. Ini knp min??",5,2025-03-09 03:20:48
Pengguna Google,"Cerita sama komik"" nya seru banget, tapi yang jadi masalah tuh Webtoon nya gabisa di screenshot di handphone ku😭",5,2025-03-02 05:20:46
Pengguna Google,"Suka bgt sama webtoon krn ceritanya yg menari, apa lagi komik yg boboiboy itu lebih lengkap dri pda animasi nya",5,2025-02-08 00:47:04
Pengguna Google,"makin kesini makin jelek, sebenarnya yg jelek adalah kebijakan webtoonya yg udh makin2 menurutku webtoon dlu lebih seru, gk bgitu banyk webtoon romantis yg menjijikan dan lebih friendly buat remaja, skrng isinya kebanyakan web romantis yg berbau dewasa dan berbaru seksual 🤢",2,2025-01-31 16:30:29
Pengguna Google,"Sekarang banyak genre 18+ yang masuk jadi takut ada anak-anak baca asli, mana tulisan peringatannya cuma sekadar layar notifikasi biasa",1,2025-02-15 01:53:46
Pengguna Google,Bagus sih tapi data atau WiFi harus di nyalakan jadi tolong di perbaiki🙏🏻,4,2025-02-22 07:06:39
Pengguna Google,"banyak hal yg bisa di baca, dari cerita yg asik,sedih,penuh emosi dan komedinya pun semua ada. semoga jadi lebih maju lagi",5,2025-01-20 05:16:18
Pengguna Google,seru banget rekomen buat orang yg suka baca buku tapi ga punya duit buat beli buku klo rekomendasi ku sih WEE!!! ya kocak tapi ada sedikit sedih nya💅🗿🗿,5,2025-02-28 03:09:33
Pengguna Google,Menurut ku aplikasi ini bagus banget karna bisa baca komik wee! Sama boboiboy 💖💖💖,5,2025-02-17 12:04:12
Pengguna Google,seru cerita tuh kayak bikin kita senyum² sendiri pokoknya bagus banget deh ini aplika kalo ditanya bintang berapa aku kayaknya bakal kasih 100,5,2025-03-04 08:54:19
Pengguna Google,"Apk bagus tapi Tolong gratisin lagi dong Komik NDW (Nusantara droid war) Kan keren itu komik lokal, udah baca sampe tamat cman mau baca lgi malah Hrus make koin🙂",5,2025-03-13 18:49:57
Pengguna Google,"seru aja gitu baca nya,banyak cerita yang menarik dan mungkin lumayan relate sama kehidupan nyata!!",4,2025-01-19 14:07:46
Pengguna Google,Min tolong balikin interface yg daily update. Lebih simpel soalnya 😭,5,2025-03-05 11:08:56
Pengguna Google,Ini kenapa ya? Sudah seminggu ini saya ga dapat iklan lagi. Ga boleh lagi kah baca komik dari iklan?,3,2025-03-05 04:38:41
Pengguna Google,Udah bagus tapi boros kuota semoga ke depannya bisa hemat kuota soalnya komiknya bagus bagus,3,2025-03-14 11:06:44
Pengguna Google,"Udah bertahun-tahun aku baca disini dan ya aku download lagi karena ku hapus,banyak yang udah end dan sayangnya harus pakek koin buat baca,males banget dah hampir semua yang end pakai koin buat baca",4,2025-03-07 02:55:37
Pengguna Google,sangat seru tampaiklan sperti vizo aku ingin membaca banyak crita tapi bayak adegan 18 keatas tidak cocok untuk anak anak,5,2025-03-13 10:36:52
Pengguna Google,banyak bangueett komik nya ku saranin banyakin lagi deh komedi nya min! soal nya aku suka banget komedi nya,5,2025-01-25 14:04:14
Pengguna Google,"aku suka, dan cara penyampaian nya sangat akurat sehingga mudah di mengerti,,dan saat di baca seakan aku ikut serta ke dalamnya hehe",5,2025-02-06 09:45:03
Pengguna Google,"Komik 🔞 nya sumpah!!😬 Hilangin gak? HILANGIN!! Please ya! Ini apk kesayangan gue dari lama tapi kok makin kesini makin kesana sih? min tolong banget yaa balikin Webtoon yang dulu, sumpah kecewa banget, mana komik 🔞 gampang diakses lagi, ngerusak generasi bangsa tau, padahal banyak anak-anak di bawah umur yang make apk ini, miris😮‍💨",2,2025-02-05 15:41:04
Pengguna Google,aplikasi ini sangat seru saya suka kalau bisa tambahkan komik tentang bangsawan dan reinkarnasi,5,2025-02-23 09:48:18
Pengguna Google,keren tapi cuman kurang lengkap doang kayak solo leveling tambahin dong pasti keren,4,2025-01-27 01:02:34
Pengguna Google,"seru banget bacanya, banyak cogan! kalo bisa banyakin manhwa manhwa yang menarik lagi min, biar semangat bacanya",5,2025-03-01 16:22:25
Pengguna Google,"bagus ,cerita horornya jg menarik .kembangkan trs ,biar banyak peminatnya",5,2025-02-17 07:46:00
